transaction_id,customer_id,amount,transaction_type,country,hour,is_fraud
TX_000168,CUST_0036,300.46,cash,GB,19,0
TX_000169,CUST_0013,253.24,wire,PL,23,0
TX_000170,CUST_0032,49.03,card,PL,8,0
TX_000171,CUST_0071,290.87,wire,PL,1,0
TX_000172,CUST_0059,108.84,wire,PL,6,0
TX_000173,CUST_0086,103.34,wire,DE,8,0
TX_000174,CUST_0028,49.38,card,PL,11,0
TX_000175,CUST_0066,220.55,card,PL,4,0
TX_000176,CUST_0042,708.34,cash,GB,0,0
TX_000177,CUST_0045,161.79,wire,DE,21,0
TX_000178,CUST_0062,187.24,wire,US,14,0
TX_000179,CUST_0057,514.55,wire,PL,7,0
TX_000180,CUST_0006,108.98,card,PL,0,0
TX_000181,CUST_0028,1136.31,crypto,GB,17,0
TX_000182,CUST_0028,367.18,wire,US,12,0
TX_000183,CUST_0044,296.74,card,PL,0,0
TX_000184,CUST_0084,408.02,wire,NG,4,0
TX_000185,CUST_0030,90.78,card,GB,17,0
TX_000186,CUST_0062,475.28,crypto,NG,15,0
TX_000187,CUST_0075,225.57,wire,DE,9,0
TX_000188,CUST_0092,1137.42,wire,PL,3,0
TX_000189,CUST_0089,92.48,cash,RU,0,0
TX_000190,CUST_0062,353.67,crypto,UA,22,0
TX_000191,CUST_0097,455.79,card,PL,7,0
TX_000192,CUST_0001,16.98,card,US,4,0
TX_000193,CUST_0027,226.04,wire,PL,1,0
TX_000194,CUST_0062,659.57,card,DE,23,0
TX_000195,CUST_0077,858.45,crypto,PL,16,0
TX_000196,CUST_0003,187.83,card,US,6,0
TX_000197,CUST_0070,16024.2,wire,RU,16,1
TX_000198,CUST_0072,1717.21,wire,GB,5,0
TX_000199,CUST_0027,972.01,wire,DE,21,0
TX_000200,CUST_0009,62.58,wire,US,14,0
TX_000201,CUST_0062,673.02,wire,NG,4,0
TX_000202,CUST_0037,192.59,wire,UA,14,0
TX_000203,CUST_0097,2229.06,wire,NG,17,0
TX_000204,CUST_0051,332.14,wire,PL,17,0
TX_000205,CUST_0044,65.3,card,PL,20,0
TX_000206,CUST_0024,645.83,wire,PL,20,0
TX_000207,CUST_0079,195.05,wire,PL,22,0
TX_000208,CUST_0059,2917.77,wire,GB,5,0
TX_000209,CUST_0032,1950.6,wire,PL,1,0
TX_000210,CUST_0096,533.75,card,DE,16,0
TX_000211,CUST_0088,69.53,wire,DE,20,0
TX_000212,CUST_0052,580.55,card,DE,3,0
TX_000213,CUST_0062,48.82,cash,DE,11,0
TX_000214,CUST_0058,14.9,card,US,18,0
TX_000215,CUST_0052,865.69,card,PL,1,0
TX_000216,CUST_0012,117.7,crypto,PL,1,0
TX_000217,CUST_0039,238.23,card,RU,13,0
TX_000218,CUST_0002,1814.5,wire,UA,14,0
TX_000219,CUST_0003,205.37,wire,DE,19,0
TX_000220,CUST_0056,3516.8,crypto,RU,1,1
TX_000221,CUST_0081,1251.79,wire,DE,3,0
TX_000222,CUST_0059,58.69,wire,DE,18,0
TX_000223,CUST_0002,712.69,card,PL,8,0
TX_000224,CUST_0002,2214.16,crypto,DE,6,0
TX_000225,CUST_0092,1157.81,wire,US,12,0
TX_000226,CUST_0054,527.3,card,PL,11,0
TX_000227,CUST_0087,188.48,wire,PL,2,0
TX_000228,CUST_0096,146.73,card,US,12,0
TX_000229,CUST_0097,855.33,wire,PL,14,0
TX_000230,CUST_0001,1059.39,wire,PL,13,0
TX_000231,CUST_0019,372.68,crypto,UA,23,0
TX_000232,CUST_0002,140.08,wire,PL,8,0
TX_000233,CUST_0053,59.92,card,GB,12,0
TX_000234,CUST_0044,45.61,wire,PL,22,0
TX_000235,CUST_0090,634.84,wire,US,21,0
TX_000236,CUST_0032,272.47,card,DE,3,0
TX_000237,CUST_0070,1178.84,wire,GB,20,0
TX_000238,CUST_0032,672.91,wire,PL,7,0
TX_000239,CUST_0068,106.14,wire,UA,2,0
TX_000240,CUST_0055,475.67,card,DE,1,0
TX_000241,CUST_0075,285.91,cash,DE,18,0
TX_000242,CUST_0056,430.49,cash,DE,22,0
TX_000243,CUST_0017,669.84,wire,US,7,0
TX_000244,CUST_0038,820.45,wire,GB,16,0
TX_000245,CUST_0024,928.11,wire,PL,12,0
TX_000246,CUST_0069,146.5,crypto,PL,6,0
TX_000247,CUST_0098,15.8,wire,GB,8,0
TX_000248,CUST_0070,672.18,cash,PL,11,0
TX_000249,CUST_0086,56.22,wire,NG,13,0
TX_000250,CUST_0011,189.11,cash,RU,13,0
TX_000251,CUST_0016,1.91,crypto,UA,14,0
TX_000252,CUST_0097,572.33,crypto,PL,2,0
TX_000253,CUST_0073,91.44,wire,PL,14,0
TX_000254,CUST_0059,532.51,wire,UA,18,0
TX_000255,CUST_0070,2398.32,wire,GB,23,0
TX_000256,CUST_0080,37.72,wire,NG,19,0
TX_000257,CUST_0093,40.11,wire,PL,13,0
TX_000258,CUST_0003,208.05,card,PL,7,0
TX_000259,CUST_0020,1006.4,wire,PL,4,0
TX_000260,CUST_0059,121.37,card,GB,18,0
TX_000261,CUST_0036,223.44,card,PL,3,0
TX_000262,CUST_0019,35.48,wire,PL,13,0
TX_000263,CUST_0090,720.18,cash,PL,15,0
TX_000264,CUST_0067,262.38,wire,PL,19,0
TX_000265,CUST_0019,712.0,wire,NG,23,0
TX_000266,CUST_0020,1169.67,wire,DE,5,0
TX_000267,CUST_0096,132.48,crypto,PL,22,0
TX_000268,CUST_0071,823.56,wire,PL,5,0
TX_000269,CUST_0052,30.46,wire,PL,2,0
TX_000270,CUST_0033,1145.56,card,PL,14,0
TX_000271,CUST_0040,526.01,wire,PL,2,0
TX_000272,CUST_0039,1036.64,card,UA,10,0
TX_000273,CUST_0082,0.09,cash,PL,2,0
TX_000274,CUST_0001,92.61,cash,PL,9,0
TX_000275,CUST_0011,246.95,wire,PL,17,0
TX_000276,CUST_0092,238.62,wire,US,0,0
TX_000277,CUST_0057,128.56,wire,DE,15,0
TX_000278,CUST_0089,240.32,wire,UA,15,0
TX_000279,CUST_0050,68.97,wire,DE,9,0
TX_000280,CUST_0023,266.16,wire,UA,0,0
TX_000281,CUST_0031,810.64,cash,PL,3,0
TX_000282,CUST_0094,326.07,cash,GB,2,0
TX_000283,CUST_0042,9.08,wire,PL,4,0
TX_000284,CUST_0099,273.61,wire,DE,11,0
TX_000285,CUST_0007,13.78,wire,US,11,0
TX_000286,CUST_0016,1694.29,wire,DE,12,0
TX_000287,CUST_0090,68.17,card,GB,23,0
TX_000288,CUST_0060,614.97,card,DE,11,0
TX_000289,CUST_0002,1801.83,crypto,GB,15,0
TX_000290,CUST_0001,874.46,card,GB,12,0
TX_000291,CUST_0048,600.85,card,NG,4,0
TX_000292,CUST_0012,914.61,card,GB,23,0
TX_000293,CUST_0069,2003.13,wire,GB,3,0
TX_000294,CUST_0037,485.56,card,US,20,0
TX_000295,CUST_0032,409.56,wire,PL,14,0
TX_000296,CUST_0009,494.75,wire,PL,11,0
TX_000297,CUST_0099,380.37,wire,UA,18,0
TX_000298,CUST_0019,504.05,wire,NG,20,0
TX_000299,CUST_0048,298.78,cash,US,18,0
TX_000300,CUST_0080,123.23,wire,GB,20,0
TX_000301,CUST_0003,64.06,wire,GB,10,0
TX_000302,CUST_0020,35.39,wire,PL,20,0
TX_000303,CUST_0024,152.8,card,PL,5,0
TX_000304,CUST_0054,23.61,wire,PL,8,0
TX_000305,CUST_0033,418.71,cash,PL,0,0
TX_000306,CUST_0024,166.92,crypto,DE,11,0
TX_000307,CUST_0075,870.16,card,NG,13,0
TX_000308,CUST_0072,38.57,card,US,5,0
TX_000309,CUST_0036,128.32,wire,DE,0,0
TX_000310,CUST_0038,655.12,wire,PL,21,0
TX_000311,CUST_0084,456.66,card,PL,1,0
TX_000312,CUST_0099,33.33,wire,DE,23,0
TX_000313,CUST_0089,1048.76,wire,PL,10,0
TX_000314,CUST_0099,1048.85,card,PL,2,0
TX_000315,CUST_0025,200.54,wire,DE,9,0
TX_000316,CUST_0093,208.07,cash,PL,5,0
TX_000317,CUST_0018,2256.22,wire,GB,5,0
TX_000318,CUST_0082,491.99,card,PL,19,0
TX_000319,CUST_0066,378.91,card,PL,20,0
TX_000320,CUST_0054,910.55,card,PL,1,0
TX_000321,CUST_0035,167.94,wire,PL,23,0
TX_000322,CUST_0080,280.34,card,UA,9,0
TX_000323,CUST_0061,155.83,crypto,US,22,0
TX_000324,CUST_0041,778.33,wire,DE,5,0
TX_000325,CUST_0100,425.89,wire,UA,22,0
TX_000326,CUST_0033,537.68,card,PL,16,0
TX_000327,CUST_0068,145.38,card,UA,13,0
TX_000328,CUST_0033,124.38,wire,PL,4,0
TX_000329,CUST_0014,335.08,cash,PL,22,0
TX_000330,CUST_0021,668.88,wire,US,16,0
TX_000331,CUST_0048,372.47,wire,GB,1,0
TX_000332,CUST_0020,16.6,card,US,8,0
TX_000333,CUST_0008,1014.57,card,PL,11,0
TX_000334,CUST_0007,33.44,crypto,PL,18,0
TX_000335,CUST_0067,1559.79,cash,NG,21,0
TX_000336,CUST_0017,12.73,wire,PL,6,0
TX_000337,CUST_0033,592.82,wire,PL,8,0
TX_000338,CUST_0048,42.89,wire,PL,20,0
TX_000339,CUST_0076,1207.75,card,PL,15,0
TX_000340,CUST_0059,312.21,crypto,PL,19,0
TX_000341,CUST_0086,73.97,wire,DE,10,0
TX_000342,CUST_0022,208.38,wire,DE,11,0
TX_000343,CUST_0030,90.06,wire,GB,14,0
TX_000344,CUST_0038,93.52,crypto,PL,17,0
TX_000345,CUST_0051,1479.3,wire,PL,18,0
TX_000346,CUST_0054,294.62,wire,DE,15,0
TX_000347,CUST_0008,777.48,card,RU,14,0
TX_000348,CUST_0027,510.28,crypto,DE,4,0
TX_000349,CUST_0027,564.16,card,GB,10,0
TX_000350,CUST_0098,70.61,card,PL,14,0
TX_000351,CUST_0021,133.41,wire,GB,17,0
TX_000352,CUST_0030,772.65,card,DE,12,0
TX_000353,CUST_0097,1766.21,card,PL,3,0
TX_000354,CUST_0028,152.36,cash,GB,16,0
TX_000355,CUST_0064,158.43,wire,RU,3,0
TX_000356,CUST_0097,320.18,wire,PL,15,0
TX_000357,CUST_0069,2062.62,wire,PL,22,0
TX_000358,CUST_0061,156.64,wire,PL,14,0
TX_000359,CUST_0048,261.26,crypto,RU,13,0
TX_000360,CUST_0019,1110.41,wire,PL,11,0
TX_000361,CUST_0004,1.46,wire,PL,2,0
TX_000362,CUST_0035,20.29,wire,PL,9,0
TX_000363,CUST_0064,463.26,wire,US,7,0
TX_000364,CUST_0049,1189.63,wire,GB,5,0
TX_000365,CUST_0017,136.47,wire,US,21,0
TX_000366,CUST_0044,317.1,wire,PL,13,0
TX_000367,CUST_0092,299.34,card,GB,16,0
TX_000368,CUST_0030,320.25,card,UA,20,0
TX_000369,CUST_0093,487.12,wire,GB,18,0
TX_000370,CUST_0046,317.2,cash,DE,15,0
TX_000371,CUST_0006,296.62,card,DE,14,0
TX_000372,CUST_0099,321.5,card,US,14,0
TX_000373,CUST_0037,446.86,wire,PL,0,0
TX_000374,CUST_0024,385.02,wire,DE,23,0
TX_000375,CUST_0093,962.54,wire,GB,22,0
TX_000376,CUST_0046,25.38,wire,GB,22,0
TX_000377,CUST_0053,895.83,wire,NG,11,0
TX_000378,CUST_0095,928.71,cash,UA,9,0
TX_000379,CUST_0099,167.67,wire,PL,13,0
TX_000380,CUST_0060,310.74,wire,PL,9,0
TX_000381,CUST_0097,288.61,card,DE,9,0
TX_000382,CUST_0063,123.28,wire,DE,19,0
TX_000383,CUST_0085,252.75,card,PL,10,0
TX_000384,CUST_0032,22.7,card,PL,21,0
TX_000385,CUST_0087,162.74,card,DE,15,0
TX_000386,CUST_0033,848.27,cash,US,8,0
TX_000387,CUST_0067,167.43,wire,NG,14,0
TX_000388,CUST_0018,852.44,card,US,13,0
TX_000389,CUST_0025,379.22,cash,US,18,0
TX_000390,CUST_0095,1059.56,card,RU,8,0
TX_000391,CUST_0054,427.57,wire,NG,3,0
TX_000392,CUST_0058,15.06,cash,RU,20,0
TX_000393,CUST_0067,562.61,wire,GB,6,0
TX_000394,CUST_0046,22.95,cash,GB,21,0
TX_000395,CUST_0024,299.46,wire,GB,7,0
TX_000396,CUST_0032,1325.55,card,PL,23,0
TX_000397,CUST_0047,90.28,crypto,PL,7,0
TX_000398,CUST_0086,247.04,wire,PL,18,0
TX_000399,CUST_0023,654.41,wire,PL,14,0
TX_000400,CUST_0066,1069.63,wire,PL,15,0
TX_000401,CUST_0027,555.76,cash,PL,21,0
TX_000402,CUST_0002,149.32,crypto,PL,22,0
TX_000403,CUST_0090,561.36,card,DE,8,0
TX_000404,CUST_0017,176.01,card,US,11,0
TX_000405,CUST_0033,633.69,crypto,PL,15,0
TX_000406,CUST_0009,1539.92,wire,UA,3,0
TX_000407,CUST_0043,638.98,wire,US,4,0
TX_000408,CUST_0048,993.45,card,DE,7,0
TX_000409,CUST_0039,1.05,wire,GB,0,0
TX_000410,CUST_0093,632.17,wire,PL,5,0
TX_000411,CUST_0042,884.77,wire,PL,14,0
TX_000412,CUST_0026,20.7,wire,DE,3,0
TX_000413,CUST_0099,1026.29,crypto,PL,20,0
TX_000414,CUST_0050,148.32,wire,DE,10,0
TX_000415,CUST_0025,547.25,card,PL,4,0
TX_000416,CUST_0024,805.61,wire,PL,17,0
TX_000417,CUST_0013,543.34,wire,PL,23,0
TX_000418,CUST_0060,48.41,wire,PL,14,0
TX_000419,CUST_0007,453.57,card,RU,17,0
TX_000420,CUST_0057,398.79,card,DE,19,0
TX_000421,CUST_0036,1152.9,cash,PL,12,0
TX_000422,CUST_0045,258.96,card,PL,4,0
TX_000423,CUST_0020,193.63,card,PL,0,0
TX_000424,CUST_0065,692.85,card,PL,21,0
TX_000425,CUST_0008,266.09,cash,GB,17,0
TX_000426,CUST_0016,519.37,card,PL,13,0
TX_000427,CUST_0014,519.87,wire,US,4,0
TX_000428,CUST_0076,1094.8,card,GB,5,0
TX_000429,CUST_0087,456.51,card,PL,23,0
TX_000430,CUST_0015,348.73,card,DE,15,0
TX_000431,CUST_0092,74.76,wire,NG,21,0
TX_000432,CUST_0098,61.5,crypto,GB,20,0
TX_000433,CUST_0066,83.81,cash,DE,11,0
TX_000434,CUST_0032,94.28,wire,US,19,0
TX_000435,CUST_0087,507.89,crypto,GB,17,0
TX_000436,CUST_0063,13508.599999999999,wire,UA,1,1
TX_000437,CUST_0086,377.5,wire,GB,22,0
TX_000438,CUST_0051,883.1,wire,DE,20,0
TX_000439,CUST_0025,2370.11,wire,DE,22,0
TX_000440,CUST_0058,857.43,crypto,NG,12,0
TX_000441,CUST_0063,593.53,wire,GB,16,0
TX_000442,CUST_0062,380.17,wire,PL,16,0
TX_000443,CUST_0022,297.88,wire,PL,15,0
TX_000444,CUST_0058,44.08,wire,RU,20,0
TX_000445,CUST_0058,254.89,wire,US,17,0
TX_000446,CUST_0086,1204.72,card,UA,7,0
TX_000447,CUST_0049,825.19,wire,NG,2,0
TX_000448,CUST_0052,121.71,crypto,GB,16,0
TX_000449,CUST_0042,314.25,crypto,DE,17,0
TX_000450,CUST_0070,848.38,wire,PL,22,0
TX_000451,CUST_0015,34.88,crypto,DE,5,0
TX_000452,CUST_0054,245.02,wire,UA,7,0
TX_000453,CUST_0060,954.74,wire,RU,22,0
TX_000454,CUST_0097,258.67,wire,DE,12,0
TX_000455,CUST_0008,40.4,wire,DE,7,0
TX_000456,CUST_0053,391.03,card,PL,18,0
TX_000457,CUST_0060,989.32,card,PL,5,0
TX_000458,CUST_0005,446.15,wire,DE,22,0
TX_000459,CUST_0068,128.27,card,PL,14,0
TX_000460,CUST_0006,242.45,wire,PL,9,0
TX_000461,CUST_0096,299.03,card,PL,16,0
TX_000462,CUST_0094,432.88,wire,DE,0,0
TX_000463,CUST_0047,712.21,wire,PL,6,0
TX_000464,CUST_0099,52.05,wire,GB,12,0
TX_000465,CUST_0055,1102.06,wire,DE,2,0
TX_000466,CUST_0040,6.19,card,UA,18,0
TX_000467,CUST_0052,231.06,crypto,US,14,0
TX_000468,CUST_0016,13.9,wire,PL,4,0
TX_000469,CUST_0013,249.59,card,DE,10,0
TX_000470,CUST_0030,7461.599999999999,card,NG,21,1
TX_000471,CUST_0019,358.39,crypto,US,17,0
TX_000472,CUST_0017,90.54,wire,NG,2,0
TX_000473,CUST_0063,518.86,wire,US,5,0
TX_000474,CUST_0019,22.91,cash,PL,2,0
TX_000475,CUST_0092,717.55,card,PL,4,0
TX_000476,CUST_0058,1465.39,wire,DE,8,0
TX_000477,CUST_0055,207.58,wire,PL,18,0
TX_000478,CUST_0090,364.12,wire,PL,12,0
TX_000479,CUST_0090,238.14,card,GB,5,0
TX_000480,CUST_0062,3.37,card,PL,10,0
TX_000481,CUST_0023,243.78,wire,PL,20,0
TX_000482,CUST_0009,784.44,card,GB,20,0
TX_000483,CUST_0012,453.16,card,GB,13,0
TX_000484,CUST_0001,53.38,card,PL,5,0
TX_000485,CUST_0058,939.11,card,GB,5,0
TX_000486,CUST_0001,378.67,crypto,GB,16,0
TX_000487,CUST_0034,921.71,wire,DE,10,0
TX_000488,CUST_0096,434.01,crypto,PL,14,0
TX_000489,CUST_0048,410.14,wire,PL,8,0
TX_000490,CUST_0089,55.61,wire,DE,20,0
TX_000491,CUST_0001,91.58,wire,PL,16,0
TX_000492,CUST_0016,1788.23,wire,NG,23,0
TX_000493,CUST_0061,129.7,wire,US,6,0
TX_000494,CUST_0064,1896.06,wire,US,6,0
TX_000495,CUST_0063,379.55,crypto,NG,20,0
TX_000496,CUST_0069,72.97,wire,GB,0,0
TX_000497,CUST_0022,52.29,card,PL,7,0
TX_000498,CUST_0093,117.14,wire,PL,4,0
TX_000499,CUST_0067,1299.4,cash,US,18,0
TX_000500,CUST_0076,267.35,card,PL,7,0
TX_000501,CUST_0026,251.62,wire,DE,16,0
TX_000502,CUST_0016,187.86,card,RU,18,0
TX_000503,CUST_0051,79.53,card,GB,11,0
TX_000504,CUST_0086,334.57,card,DE,22,0
TX_000505,CUST_0057,69.66,card,US,14,0
TX_000506,CUST_0029,902.36,card,PL,3,0
TX_000507,CUST_0078,231.33,card,UA,22,0
TX_000508,CUST_0092,234.84,wire,PL,11,0
TX_000509,CUST_0069,321.23,wire,GB,12,0
TX_000510,CUST_0047,293.61,crypto,PL,13,0
TX_000511,CUST_0094,2635.15,wire,US,4,0
TX_000512,CUST_0062,394.15,wire,PL,21,0
TX_000513,CUST_0069,46.17,wire,PL,15,0
TX_000514,CUST_0076,466.82,wire,DE,6,0
TX_000515,CUST_0016,82.19,cash,DE,14,0
TX_000516,CUST_0090,15.71,wire,PL,12,0
TX_000517,CUST_0090,1765.8,wire,PL,15,0
